Datetime,Open,High,Low,Close,Adj Close,Volume
2023-02-10 09:15:00+05:30,1767.8499755859375,1777.0,1765.6500244140625,1776.8499755859375,1776.8499755859375,81274
2023-02-10 09:30:00+05:30,1776.949951171875,1778.6500244140625,1768.050048828125,1768.300048828125,1768.300048828125,90883
2023-02-10 09:45:00+05:30,1768.300048828125,1771.6500244140625,1766.699951171875,1768.25,1768.25,38689
2023-02-10 10:00:00+05:30,1768.25,1771.75,1766.699951171875,1770.449951171875,1770.449951171875,34728
2023-02-10 10:15:00+05:30,1770.6500244140625,1771.6500244140625,1767.5,1771.050048828125,1771.050048828125,27194
2023-02-10 10:30:00+05:30,1771.050048828125,1773.6500244140625,1770.050048828125,1772.5,1772.5,30212
2023-02-10 10:45:00+05:30,1772.0,1773.5,1770.0,1771.699951171875,1771.699951171875,32556
2023-02-10 11:00:00+05:30,1771.5,1772.199951171875,1769.75,1772.0,1772.0,40226
2023-02-10 11:15:00+05:30,1771.8499755859375,1773.6500244140625,1771.5,1772.5999755859375,1772.5999755859375,23374
2023-02-10 11:30:00+05:30,1772.5999755859375,1774.0,1771.0999755859375,1772.449951171875,1772.449951171875,25254
2023-02-10 11:45:00+05:30,1772.9000244140625,1773.0,1770.0999755859375,1771.3499755859375,1771.3499755859375,28902
2023-02-10 12:00:00+05:30,1771.75,1773.75,1768.25,1769.25,1769.25,78090
2023-02-10 12:15:00+05:30,1769.25,1771.9000244140625,1769.0999755859375,1770.75,1770.75,26471
2023-02-10 12:30:00+05:30,1771.050048828125,1773.8499755859375,1770.550048828125,1772.949951171875,1772.949951171875,27446
2023-02-10 12:45:00+05:30,1772.699951171875,1776.9000244140625,1770.199951171875,1771.4000244140625,1771.4000244140625,67568
2023-02-10 13:00:00+05:30,1771.3499755859375,1772.5,1768.9000244140625,1771.699951171875,1771.699951171875,67925
2023-02-10 13:15:00+05:30,1771.75,1773.5,1765.0,1770.75,1770.75,97921
2023-02-10 13:30:00+05:30,1770.75,1772.6500244140625,1769.5,1772.6500244140625,1772.6500244140625,60332
2023-02-10 13:45:00+05:30,1772.5999755859375,1773.800048828125,1771.050048828125,1771.449951171875,1771.449951171875,70675
2023-02-10 14:00:00+05:30,1771.449951171875,1773.0999755859375,1771.0,1771.949951171875,1771.949951171875,69381
2023-02-10 14:15:00+05:30,1772.0,1774.800048828125,1771.6500244140625,1772.550048828125,1772.550048828125,54194
2023-02-10 14:30:00+05:30,1772.5999755859375,1773.3499755859375,1770.5,1771.949951171875,1771.949951171875,47879
2023-02-10 14:45:00+05:30,1772.0,1772.75,1770.3499755859375,1772.050048828125,1772.050048828125,57565
2023-02-10 15:00:00+05:30,1772.199951171875,1774.3499755859375,1770.9000244140625,1771.199951171875,1771.199951171875,105838
2023-02-10 15:15:00+05:30,1771.199951171875,1772.300048828125,1769.050048828125,1772.050048828125,1772.050048828125,105531
2023-02-13 09:15:00+05:30,1775.0,1784.4000244140625,1771.5999755859375,1779.8499755859375,1779.8499755859375,78263
2023-02-13 09:30:00+05:30,1779.8499755859375,1779.9000244140625,1774.5,1777.9000244140625,1777.9000244140625,62927
2023-02-13 09:45:00+05:30,1777.9000244140625,1778.449951171875,1770.300048828125,1774.1500244140625,1774.1500244140625,60378
2023-02-13 10:00:00+05:30,1774.0,1775.300048828125,1766.0,1767.449951171875,1767.449951171875,57986
2023-02-13 10:15:00+05:30,1767.449951171875,1770.9000244140625,1766.550048828125,1770.550048828125,1770.550048828125,34588
2023-02-13 10:30:00+05:30,1770.9000244140625,1775.0,1770.050048828125,1774.0999755859375,1774.0999755859375,31328
2023-02-13 10:45:00+05:30,1773.75,1775.0,1770.8499755859375,1771.0,1771.0,32866
2023-02-13 11:00:00+05:30,1771.5999755859375,1772.800048828125,1770.050048828125,1772.4000244140625,1772.4000244140625,42307
2023-02-13 11:15:00+05:30,1772.0,1772.5999755859375,1768.199951171875,1769.0,1769.0,61163
2023-02-13 11:30:00+05:30,1769.0,1769.1500244140625,1765.5,1766.5,1766.5,59893
2023-02-13 11:45:00+05:30,1766.5,1769.8499755859375,1763.199951171875,1766.550048828125,1766.550048828125,87380
2023-02-13 12:00:00+05:30,1766.5999755859375,1767.6500244140625,1764.0,1764.6500244140625,1764.6500244140625,92783
2023-02-13 12:15:00+05:30,1764.6500244140625,1765.5999755859375,1762.25,1763.5999755859375,1763.5999755859375,318629
2023-02-13 12:30:00+05:30,1763.550048828125,1768.1500244140625,1761.6500244140625,1766.449951171875,1766.449951171875,56738
2023-02-13 12:45:00+05:30,1765.949951171875,1772.300048828125,1765.050048828125,1771.0,1771.0,185414
2023-02-13 13:00:00+05:30,1771.0999755859375,1772.6500244140625,1769.4000244140625,1771.699951171875,1771.699951171875,66326
2023-02-13 13:15:00+05:30,1771.0999755859375,1772.699951171875,1769.0,1771.449951171875,1771.449951171875,50441
2023-02-13 13:30:00+05:30,1771.550048828125,1772.449951171875,1769.050048828125,1772.1500244140625,1772.1500244140625,44011
2023-02-13 13:45:00+05:30,1772.449951171875,1773.25,1771.550048828125,1771.6500244140625,1771.6500244140625,53465
2023-02-13 14:00:00+05:30,1771.6500244140625,1776.0999755859375,1770.550048828125,1773.0999755859375,1773.0999755859375,74248
2023-02-13 14:15:00+05:30,1773.300048828125,1774.800048828125,1770.9000244140625,1773.0,1773.0,74236
2023-02-13 14:30:00+05:30,1773.300048828125,1774.75,1771.25,1774.300048828125,1774.300048828125,66280
2023-02-13 14:45:00+05:30,1774.449951171875,1775.0,1771.050048828125,1773.050048828125,1773.050048828125,98035
